1.0,0.0,rock,1536.0,rock,
42.0,42240.0,classical,151680.0,classical,11520.0,rock,13440.0,rock,15360.0,rock,19200.0,rock,21120.0,rock,23040.0,rock,30720.0,rock,34560.0,rock,36480.0,rock,38400.0,rock,57600.0,rock,59520.0,rock,61440.0,rock,65280.0,rock,67200.0,rock,69120.0,rock,76800.0,rock,82560.0,rock,84480.0,rock,34560.0,rock,63360.0,rock,130560.0,rock,36000.0,rock,36480.0,rock,36960.0,rock,37440.0,rock,40080.0,rock,41040.0,rock,45360.0,rock,46320.0,rock,47280.0,rock,48240.0,rock,49200.0,rock,50160.0,rock,51120.0,rock,51840.0,rock,52320.0,rock,53280.0,rock,53760.0,rock,55200.0,rock,83760.0,rock,84720.0,rock,88320.0,rock,88800.0,rock,89760.0,rock,90240.0,rock,90720.0,rock,91200.0,rock,91680.0,rock,39360.0,rock,47040.0,rock,48000.0,rock,48960.0,rock,63360.0,rock,64320.0,rock,66240.0,rock,67200.0,rock,84480.0,rock,96000.0,rock,96960.0,rock,97920.0,rock,115200.0,rock,116160.0,rock,0.0,rock,15840.0,rock,29280.0,rock,30240.0,rock,31200.0,rock,33120.0,rock,35040.0,rock,36960.0,rock,37920.0,rock,38880.0,rock,39840.0,rock,41760.0,rock,1152.0,rock,1536.0,rock,1920.0,rock,2688.0,rock,3072.0,rock,3456.0,rock,7680.0,rock,10368.0,rock,10752.0,rock,11136.0,rock,15360.0,rock,17664.0,rock,18048.0,rock,18432.0,rock,18816.0,rock,19584.0,rock,19968.0,rock,20352.0,rock,23040.0,rock,23424.0,rock,27648.0,rock,3072.0,rock,4608.0,rock,6144.0,rock,7680.0,rock,9216.0,rock,10752.0,rock,13824.0,rock,27648.0,rock,30720.0,rock,110592.0,rock,112128.0,rock,113664.0,rock,115200.0,rock,178176.0,rock,179712.0,rock,181248.0,rock,182784.0,rock,184320.0,rock,185856.0,rock,187392.0,rock,188928.0,rock,190464.0,rock,192000.0,rock,193536.0,rock,0.0,rock,1536.0,rock,3072.0,rock,4608.0,rock,6144.0,rock,7680.0,rock,9216.0,rock,10752.0,rock,12288.0,rock,13824.0,rock,15360.0,rock,16896.0,rock,26112.0,rock,27648.0,rock,29184.0,rock,30720.0,rock,32256.0,rock,33792.0,rock,35328.0,rock,55296.0,rock,56832.0,rock,58368.0,rock,59904.0,rock,3072.0,rock,51840.0,rock,55680.0,rock,57600.0,rock,59520.0,rock,69120.0,rock,78720.0,rock,98880.0,rock,106560.0,rock,117120.0,rock,16800.0,rock,17760.0,rock,25440.0,rock,32160.0,rock,33120.0,rock,34080.0,rock,42720.0,rock,43680.0,rock,45600.0,rock,46560.0,rock,48480.0,rock,49440.0,rock,51360.0,rock,52320.0,rock,46464.0,rock,1152.0,rock,1536.0,rock,3072.0,rock,72192.0,rock,73728.0,rock,13824.0,rock,16128.0,rock,22272.0,rock,25344.0,rock,26880.0,rock,31104.0,rock,1536.0,rock,2304.0,rock,3072.0,rock,3840.0,rock,960.0,pop,1920.0,pop,3840.0,pop,5760.0,pop,0.0,pop,1536.0,pop,3072.0,pop,0.0,pop,122880.0,pop,138240.0,pop,280320.0,pop,407040.0,pop,384.0,pop,111360.0,pop,115200.0,pop,119040.0,pop,122880.0,pop,124800.0,pop,384.0,pop,384.0,pop,1920.0,pop,2688.0,pop,3456.0,pop,3840.0,pop,4224.0,pop,4608.0,pop,4992.0,pop,5760.0,pop,6144.0,pop,6528.0,pop,6912.0,pop,32256.0,pop,32640.0,pop,33024.0,pop,33408.0,pop,34176.0,pop,768.0,pop,1536.0,pop,384.0,pop,768.0,pop,4992.0,pop,5376.0,pop,5760.0,pop,6144.0,pop,6912.0,pop,7680.0,pop,8448.0,pop,9216.0,pop,9984.0,pop,10752.0,pop,12288.0,pop,17664.0,pop,19200.0,pop,19968.0,pop,20736.0,pop,21504.0,pop,23040.0,pop,29184.0,pop,29568.0,pop,32640.0,pop,33408.0,pop,34176.0,pop,34944.0,pop,41856.0,pop,45696.0,pop,46080.0,pop,46464.0,pop,47232.0,pop,47616.0,pop,48000.0,pop,48384.0,pop,48768.0,pop,49152.0,pop,49536.0,pop,49920.0,pop,50304.0,pop,50688.0,pop,51072.0,pop,51456.0,pop,51840.0,pop,52224.0,pop,52608.0,pop,52992.0,pop,53760.0,pop,54144.0,pop,54528.0,pop,54912.0,pop,55680.0,pop,61824.0,pop,384.0,pop,385.0,pop,768.0,pop,2304.0,pop,2688.0,pop,3456.0,pop,3840.0,pop,5376.0,pop,6528.0,pop,6912.0,pop,12672.0,pop,13056.0,pop,14592.0,pop,14976.0,pop,15744.0,pop,16128.0,pop,19200.0,pop,21888.0,pop,22272.0,pop,24960.0,pop,25344.0,pop,31104.0,pop,31488.0,pop,34176.0,pop,34560.0,pop,37248.0,pop,39168.0,pop,40320.0,pop,40704.0,pop,42624.0,pop,43392.0,pop,43776.0,pop,46464.0,pop,46848.0,pop,49536.0,pop,49920.0,pop,52992.0,pop,10752.0,pop,
43.0,1036288.0,classical,1048576.0,classical,62640.0,classical,80880.0,classical,100080.0,classical,104880.0,classical,79680.0,classical,105600.0,classical,0.0,classical,1440.0,classical,2880.0,classical,7200.0,classical,8640.0,classical,28080.0,classical,29520.0,classical,30960.0,classical,35280.0,classical,36720.0,classical,67584.0,classical,104448.0,classical,147456.0,classical,149504.0,classical,151552.0,classical,346112.0,classical,348160.0,classical,350208.0,classical,136320.0,classical,19440.0,rock,21600.0,rock,23400.0,rock,25560.0,rock,29160.0,rock,31080.0,rock,59040.0,rock,74160.0,rock,78000.0,rock,79920.0,rock,74400.0,rock,15360.0,rock,18432.0,rock,16896.0,rock,4608.0,rock,11136.0,rock,59136.0,rock,87040.0,pop,89088.0,pop,91136.0,pop,93184.0,pop,384.0,pop,768.0,pop,1920.0,pop,2304.0,pop,
44.0,73680.0,classical,74400.0,classical,75120.0,classical,1052672.0,classical,1064960.0,classical,25920.0,classical,38880.0,classical,129600.0,classical,138240.0,classical,608.0,classical,142080.0,classical,1920.0,rock,3840.0,rock,5760.0,rock,124800.0,rock,27120.0,rock,0.0,rock,960.0,rock,2880.0,rock,17280.0,rock,32640.0,rock,33600.0,rock,47040.0,rock,48000.0,rock,49920.0,rock,50880.0,rock,51840.0,rock,20640.0,rock,51840.0,rock,15360.0,pop,19200.0,pop,264960.0,pop,330240.0,pop,334080.0,pop,337920.0,pop,341760.0,pop,345600.0,pop,349440.0,pop,353280.0,pop,357120.0,pop,360960.0,pop,364800.0,pop,368640.0,pop,422400.0,pop,514560.0,pop,14592.0,pop,20736.0,pop,28800.0,pop,11520.0,pop,13056.0,pop,17664.0,pop,24576.0,pop,26112.0,pop,30720.0,pop,37632.0,pop,39168.0,pop,43776.0,pop,45312.0,pop,18432.0,pop,19968.0,pop,21504.0,pop,23040.0,pop,27648.0,pop,29184.0,pop,30720.0,pop,32256.0,pop,33792.0,pop,35328.0,pop,38400.0,pop,39936.0,pop,43008.0,pop,44544.0,pop,46080.0,pop,47616.0,pop,50688.0,pop,55296.0,pop,58368.0,pop,
45.0,4320.0,classical,56520.0,classical,552960.0,classical,5760.0,classical,11520.0,classical,23040.0,classical,24480.0,classical,25920.0,classical,27360.0,classical,28800.0,classical,34560.0,classical,36000.0,classical,37440.0,classical,38880.0,classical,40320.0,classical,51840.0,classical,53280.0,classical,54720.0,classical,56160.0,classical,57600.0,classical,63360.0,classical,66240.0,classical,76320.0,classical,54720.0,classical,220800.0,classical,159744.0,classical,358400.0,classical,720896.0,classical,722944.0,classical,97920.0,classical,128640.0,classical,147840.0,classical,17880.0,rock,19560.0,rock,21720.0,rock,31200.0,rock,33000.0,rock,37800.0,rock,37920.0,rock,38760.0,rock,39720.0,rock,39840.0,rock,40680.0,rock,40800.0,rock,43560.0,rock,45000.0,rock,47880.0,rock,48960.0,rock,50880.0,rock,57480.0,rock,59400.0,rock,61320.0,rock,63240.0,rock,65160.0,rock,74280.0,rock,78120.0,rock,81600.0,rock,82440.0,rock,82560.0,rock,83520.0,rock,84360.0,rock,84480.0,rock,85440.0,rock,86400.0,rock,95880.0,rock,97800.0,rock,99720.0,rock,101640.0,rock,103560.0,rock,105480.0,rock,72480.0,rock,72960.0,rock,577.0,rock,32640.0,rock,41472.0,rock,2880.0,rock,6720.0,rock,18240.0,rock,22080.0,rock,33600.0,rock,37440.0,rock,64320.0,rock,68160.0,rock,54720.0,rock,58560.0,rock,16896.0,pop,24192.0,pop,24576.0,pop,1536.0,pop,4608.0,pop,
46.0,58320.0,classical,58560.0,classical,1056768.0,classical,1069056.0,classical,34560.0,classical,43200.0,classical,99840.0,classical,100800.0,classical,153600.0,classical,155648.0,classical,352256.0,classical,354304.0,classical,47616.0,rock,19968.0,rock,28800.0,rock,32640.0,rock,36480.0,rock,124800.0,rock,4992.0,rock,58752.0,rock,88064.0,pop,46848.0,pop,768.0,pop,1152.0,pop,1536.0,pop,1920.0,pop,10368.0,pop,10752.0,pop,11136.0,pop,12672.0,pop,13440.0,pop,14976.0,pop,24192.0,pop,26496.0,pop,27264.0,pop,28800.0,pop,
47.0,3840.0,classical,7680.0,classical,11520.0,classical,15360.0,classical,34560.0,classical,38400.0,classical,42240.0,classical,46080.0,classical,142080.0,classical,144000.0,classical,149760.0,classical,151680.0,classical,157440.0,classical,159360.0,classical,161280.0,classical,168960.0,classical,4680.0,classical,39960.0,classical,40320.0,classical,46440.0,classical,106560.0,classical,11520.0,classical,33792.0,classical,76800.0,classical,129024.0,classical,78720.0,classical,718848.0,classical,35328.0,rock,48000.0,rock,51840.0,rock,55680.0,rock,78720.0,rock,82560.0,rock,86400.0,rock,4608.0,rock,3840.0,rock,27840.0,rock,35520.0,rock,89280.0,rock,109440.0,rock,9600.0,rock,10368.0,rock,11904.0,rock,12672.0,rock,14208.0,rock,14976.0,rock,15744.0,rock,17280.0,rock,18048.0,rock,18816.0,rock,36864.0,rock,37632.0,rock,38400.0,rock,56064.0,rock,56832.0,rock,57600.0,rock,
48.0,10320.0,classical,53520.0,classical,53760.0,classical,54720.0,classical,55680.0,classical,56160.0,classical,56400.0,classical,84960.0,classical,843776.0,classical,847872.0,classical,925696.0,classical,929792.0,classical,1073152.0,classical,11760.0,classical,12720.0,classical,66480.0,classical,78960.0,classical,90480.0,classical,91440.0,classical,102000.0,classical,106800.0,classical,121200.0,classical,122160.0,classical,124080.0,classical,33792.0,classical,125952.0,classical,31680.0,classical,60480.0,classical,119040.0,classical,120960.0,classical,67584.0,classical,266240.0,classical,716800.0,classical,89880.0,rock,31872.0,rock,32256.0,rock,56448.0,rock,56832.0,rock,21120.0,rock,56640.0,rock,71040.0,rock,23424.0,rock,23808.0,rock,36096.0,rock,8192.0,pop,11264.0,pop,12288.0,pop,36864.0,pop,39936.0,pop,40960.0,pop,65536.0,pop,12288.0,pop,24960.0,pop,94080.0,pop,149760.0,pop,39552.0,pop,32256.0,pop,33792.0,pop,35328.0,pop,36864.0,pop,52992.0,pop,
49.0,405504.0,classical,413696.0,classical,876544.0,classical,880640.0,classical,21600.0,classical,47520.0,classical,31680.0,classical,122880.0,classical,120000.0,rock,59640.0,rock,65400.0,rock,96120.0,rock,98040.0,rock,99960.0,rock,101880.0,rock,103800.0,rock,105720.0,rock,60480.0,rock,61440.0,rock,109440.0,rock,110400.0,rock,112320.0,rock,113280.0,rock,127680.0,rock,1536.0,rock,768.0,rock,6912.0,rock,14592.0,rock,26880.0,rock,31488.0,rock,59136.0,rock,122112.0,rock,19200.0,rock,25920.0,rock,96960.0,rock,104640.0,rock,123840.0,rock,9984.0,rock,10752.0,rock,11520.0,rock,12288.0,rock,13056.0,rock,14592.0,rock,15360.0,rock,16128.0,rock,17664.0,rock,18432.0,rock,19200.0,rock,19584.0,rock,26112.0,rock,37248.0,rock,38016.0,rock,38784.0,rock,39168.0,rock,49152.0,rock,56448.0,rock,57216.0,rock,57984.0,rock,29952.0,rock,55680.0,rock,57216.0,rock,57984.0,rock,26112.0,rock,30336.0,rock,34944.0,rock,10752.0,rock,12288.0,rock,42240.0,rock,43776.0,rock,175104.0,pop,19968.0,pop,33024.0,pop,
50.0,23040.0,classical,39936.0,classical,127488.0,classical,130560.0,classical,64800.0,classical,67680.0,classical,0.0,classical,960.0,classical,156672.0,classical,19200.0,classical,139264.0,classical,141312.0,classical,143360.0,classical,145408.0,classical,161792.0,classical,337920.0,classical,339968.0,classical,342016.0,classical,344064.0,classical,360448.0,classical,401408.0,classical,632832.0,classical,65040.0,rock,66360.0,rock,29760.0,rock,30240.0,rock,30720.0,rock,32640.0,rock,33120.0,rock,33600.0,rock,78720.0,rock,79200.0,rock,79680.0,rock,81600.0,rock,82080.0,rock,82560.0,rock,38400.0,rock,16320.0,rock,16800.0,rock,9216.0,rock,8448.0,rock,9216.0,rock,13824.0,rock,15360.0,rock,16128.0,rock,16896.0,rock,23040.0,rock,23808.0,rock,97920.0,rock,105600.0,rock,113280.0,rock,120960.0,rock,128640.0,rock,136320.0,rock,144000.0,rock,151680.0,rock,159360.0,rock,167040.0,rock,89856.0,rock,76800.0,rock,82560.0,rock,64512.0,rock,125952.0,rock,135168.0,rock,144384.0,rock,1440.0,pop,2400.0,pop,3360.0,pop,4320.0,pop,0.0,pop,3072.0,pop,6144.0,pop,9216.0,pop,12288.0,pop,15360.0,pop,18432.0,pop,21504.0,pop,24576.0,pop,27648.0,pop,30720.0,pop,33792.0,pop,67584.0,pop,70656.0,pop,73728.0,pop,76800.0,pop,79872.0,pop,82944.0,pop,86016.0,pop,89088.0,pop,92160.0,pop,95232.0,pop,172032.0,pop,175104.0,pop,178176.0,pop,181248.0,pop,184320.0,pop,187392.0,pop,190464.0,pop,193536.0,pop,31104.0,pop,3072.0,pop,59904.0,pop,
51.0,0.0,classical,26160.0,classical,860160.0,classical,864256.0,classical,909312.0,classical,913408.0,classical,157696.0,classical,356352.0,classical,7680.0,rock,9600.0,rock,17280.0,rock,24960.0,rock,26880.0,rock,32640.0,rock,40320.0,rock,42240.0,rock,44160.0,rock,46080.0,rock,48000.0,rock,49920.0,rock,51840.0,rock,53760.0,rock,55680.0,rock,63360.0,rock,71040.0,rock,72960.0,rock,78720.0,rock,80640.0,rock,86400.0,rock,88320.0,rock,90240.0,rock,92160.0,rock,96000.0,rock,97920.0,rock,99840.0,rock,103680.0,rock,105600.0,rock,115200.0,rock,117120.0,rock,132480.0,rock,134400.0,rock,138240.0,rock,142080.0,rock,145920.0,rock,147840.0,rock,149760.0,rock,153600.0,rock,157440.0,rock,161280.0,rock,163200.0,rock,167040.0,rock,170880.0,rock,172800.0,rock,174720.0,rock,180480.0,rock,182400.0,rock,184320.0,rock,186240.0,rock,190080.0,rock,192000.0,rock,195840.0,rock,197760.0,rock,199680.0,rock,201600.0,rock,203520.0,rock,205440.0,rock,207360.0,rock,209280.0,rock,211200.0,rock,213120.0,rock,215040.0,rock,216960.0,rock,60600.0,rock,60720.0,rock,61560.0,rock,62520.0,rock,62640.0,rock,62880.0,rock,63120.0,rock,63480.0,rock,64440.0,rock,64560.0,rock,66960.0,rock,88680.0,rock,89640.0,rock,90600.0,rock,91560.0,rock,97080.0,rock,99000.0,rock,100920.0,rock,101160.0,rock,101280.0,rock,102840.0,rock,103080.0,rock,103200.0,rock,104760.0,rock,105000.0,rock,105120.0,rock,106680.0,rock,106920.0,rock,107040.0,rock,50880.0,rock,52800.0,rock,99840.0,rock,101760.0,rock,118080.0,rock,119040.0,rock,42240.0,rock,43776.0,rock,45312.0,rock,109056.0,rock,176640.0,rock,195072.0,rock,4032.0,rock,15552.0,rock,41280.0,rock,42240.0,rock,48960.0,rock,49920.0,rock,64320.0,rock,73920.0,rock,75840.0,rock,110400.0,rock,118080.0,rock,5760.0,rock,13440.0,rock,16512.0,rock,24960.0,rock,27264.0,rock,44544.0,rock,61440.0,pop,5120.0,pop,9216.0,pop,13312.0,pop,33792.0,pop,37888.0,pop,41984.0,pop,62464.0,pop,66560.0,pop,70656.0,pop,1536.0,pop,2304.0,pop,3072.0,pop,3840.0,pop,
52.0,5040.0,classical,63360.0,classical,1200.0,classical,76080.0,classical,76320.0,classical,364544.0,classical,397312.0,classical,458752.0,classical,27648.0,classical,50880.0,classical,0.0,classical,3072.0,classical,125952.0,classical,144000.0,classical,145920.0,classical,172800.0,classical,403456.0,classical,761856.0,classical,770048.0,classical,257280.0,classical,142080.0,classical,154560.0,classical,120.0,rock,40560.0,rock,41520.0,rock,44400.0,rock,47760.0,rock,48720.0,rock,57360.0,rock,59280.0,rock,59760.0,rock,61680.0,rock,63600.0,rock,65520.0,rock,66480.0,rock,84240.0,rock,85200.0,rock,88080.0,rock,96240.0,rock,98160.0,rock,22272.0,rock,29952.0,rock,31488.0,rock,34560.0,rock,39168.0,rock,30720.0,rock,36864.0,rock,43008.0,rock,73728.0,rock,79872.0,rock,86016.0,rock,150528.0,rock,156672.0,rock,162816.0,rock,9984.0,rock,1920.0,rock,5760.0,rock,17280.0,rock,21120.0,rock,32640.0,rock,36480.0,rock,63360.0,rock,67200.0,rock,20160.0,rock,31680.0,rock,53760.0,rock,125760.0,rock,3840.0,pop,5376.0,pop,9984.0,pop,16128.0,pop,22272.0,pop,23808.0,pop,34560.0,pop,40704.0,pop,46848.0,pop,48384.0,pop,3240.0,pop,5760.0,pop,82560.0,pop,2304.0,pop,14592.0,pop,27648.0,pop,40704.0,pop,9216.0,pop,26112.0,pop,
53.0,5760.0,classical,13440.0,classical,36480.0,classical,44160.0,classical,1909.0,classical,480.0,classical,65520.0,classical,700416.0,classical,892928.0,classical,897024.0,classical,146880.0,classical,4080.0,classical,26112.0,classical,142848.0,classical,624640.0,classical,763904.0,classical,772096.0,classical,76032.0,rock,14592.0,rock,22272.0,rock,4896.0,rock,5760.0,rock,6912.0,rock,16416.0,rock,17280.0,rock,18432.0,rock,0.0,rock,1536.0,rock,4608.0,rock,4992.0,rock,7680.0,rock,8064.0,rock,13824.0,rock,58368.0,rock,67584.0,rock,119808.0,rock,129024.0,rock,138240.0,rock,147456.0,rock,10752.0,rock,19968.0,rock,18432.0,pop,39936.0,pop,64512.0,pop,66048.0,pop,67584.0,pop,76800.0,pop,98304.0,pop,122880.0,pop,125952.0,pop,153600.0,pop,72960.0,pop,80640.0,pop,86400.0,pop,8448.0,pop,17664.0,pop,26880.0,pop,
54.0,19200.0,classical,23040.0,classical,26880.0,classical,30720.0,classical,48000.0,classical,47880.0,classical,75360.0,classical,75600.0,classical,95232.0,classical,9600.0,classical,40320.0,classical,44160.0,classical,82560.0,classical,165120.0,classical,168960.0,classical,39360.0,rock,40320.0,rock,41280.0,rock,42240.0,rock,43200.0,rock,44160.0,rock,45600.0,rock,46560.0,rock,47520.0,rock,48480.0,rock,49440.0,rock,51360.0,rock,56880.0,rock,57120.0,rock,60840.0,rock,60960.0,rock,63720.0,rock,66600.0,rock,82080.0,rock,83040.0,rock,84000.0,rock,84960.0,rock,87840.0,rock,95280.0,rock,95520.0,rock,41472.0,rock,43008.0,rock,44544.0,rock,46080.0,rock,4608.0,rock,101376.0,rock,170496.0,rock,26880.0,rock,34560.0,rock,66240.0,rock,99840.0,rock,103680.0,rock,9216.0,rock,13824.0,rock,16896.0,rock,23808.0,rock,43392.0,rock,18048.0,rock,18432.0,rock,18816.0,rock,20352.0,rock,6720.0,pop,7200.0,pop,8160.0,pop,14400.0,pop,15360.0,pop,39936.0,pop,9600.0,pop,7680.0,pop,9600.0,pop,59520.0,pop,170880.0,pop,1536.0,pop,576.0,pop,7680.0,pop,11520.0,pop,13824.0,pop,15360.0,pop,16896.0,pop,19200.0,pop,19968.0,pop,26112.0,pop,27648.0,pop,29184.0,pop,38400.0,pop,39936.0,pop,41472.0,pop,53760.0,pop,56064.0,pop,57600.0,pop,1536.0,pop,3072.0,pop,4608.0,pop,6144.0,pop,7680.0,pop,23040.0,pop,24576.0,pop,26112.0,pop,27648.0,pop,53760.0,pop,55296.0,pop,56832.0,pop,58368.0,pop,72192.0,pop,73728.0,pop,75264.0,pop,76800.0,pop,78336.0,pop,79872.0,pop,109056.0,pop,110592.0,pop,112128.0,pop,113664.0,pop,52224.0,pop,
